global_uid,global_aqi_snapshot,global_snapshot_utc,station_idx,station_name,station_url,lat,lon,aqi,dominentpol,pm25,pm10,o3,no2,so2,co,t,h,p,w,dew,rain,uv,station_time,station_tz,station_unix,ingested_at_utc,date
7220,87.0,2025-11-23 03:29:42,7220,"City convenient service centers, Wenshan (文山州市便民服务中心)",https://aqicn.org/city/china/wenshanzhou/shibianminfuwuzhongxin,23.3892,104.2319,87,pm25,87.0,32.0,15.1,1.9,1.1,2.8,9.3,100.0,875.0,1.0,9.3,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:19,2025-11-23
7221,59.0,2025-11-23 03:29:42,7221,"Jinghong City Jiangnan, Xishuangbanna (西双版纳州景洪市江南)",https://aqicn.org/city/china/xishuangbannazhou/jinghongshijiangnan,22.0019,100.7939,59,pm25,59.0,18.0,5.7,2.8,1.6,4.6,14.7,100.0,953.3,1.0,14.7,0.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:58,2025-11-23
7225,85.0,2025-11-23 03:29:42,7225,"Dehong Stations, Dehong (德宏州德宏州监测站)",https://aqicn.org/city/china/dehongzhou/dehongzhoujiancezhan,24.428,98.5842,85,pm25,85.0,33.0,12.2,7.4,4.6,6.4,10.1,100.0,833.5,1.0,10.1,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:00,2025-11-23
7556,80.0,2025-11-23 03:29:42,7556,"Sewage treatment plant, Honghe (红河州污水处理厂)",https://aqicn.org/city/china/honghezhou/wushuichulichang,23.3993,103.3772,80,pm25,80.0,28.0,26.9,4.2,2.6,2.8,9.3,100.0,875.0,1.0,9.3,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:28,2025-11-23
7886,80.0,2025-11-23 03:29:42,7886,Dinganxian,https://aqicn.org/city/dinganxian,19.681434,110.358891,93,pm25,93.0,58.0,53.9,6.4,1.6,4.6,24.0,60.0,1020.0,5.6,,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:30,2025-11-23
7914,80.0,2025-11-23 03:29:42,7914,Honghe (红河州),https://aqicn.org/city/honghe,23.36313,103.374799,80,pm25,80.0,28.0,26.9,4.2,2.6,2.8,9.3,100.0,875.0,1.0,,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:57,2025-11-23
8114,4.0,2025-11-23 03:29:42,8114,"Temburong, Brunei",https://aqicn.org/city/brunei/temburong,4.6204128,115.141484,5,,,,,,,,30.0,74.0,1010.0,3.6,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:21,2025-11-23
8115,14.0,2025-11-23 03:29:42,8115,"Brunei Muara, Brunei",https://aqicn.org/city/brunei/brunei-muara,4.9311206,114.9516869,21,,,,,,,,30.0,74.0,1010.0,3.6,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:58,2025-11-23
8116,1.0,2025-11-23 03:29:42,8116,"Kuala Belait, Brunei",https://aqicn.org/city/brunei/kuala-belait,4.5831986,114.2212174,6,,,,,,,,29.0,79.0,1009.0,2.0,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:47,2025-11-23
8117,16.0,2025-11-23 03:29:42,8117,"Pekan Tutong, Brunei",https://aqicn.org/city/brunei/pekan-tutong,4.8140524,114.6608562,12,,,,,,,,30.0,74.0,1010.0,3.6,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:55,2025-11-23
8322,70.0,2025-11-23 03:29:42,8322,"Health Promotion Hospital Ban Khao Hin,Chonburi, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาหิน ชลบุรี)",https://aqicn.org/city/thailand/chonburi/health-promotion-hospital-ban-khao-hin,13.054551,101.098128,70,pm25,70.0,51.0,5.6,7.5,0.6,,25.7,11.3,1006.8,3.0,-6.6,0.1,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:54,2025-11-23
8324,61.0,2025-11-23 03:29:42,8324,"Health Promotion Hospital Sob Pad, Lampang, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบป้าด ลำปาง)",https://aqicn.org/city/thailand/lampang/health-promotion-hospital-sob-pad,18.2508166,99.76395,61,pm25,61.0,11.0,8.7,1.2,0.6,0.1,19.6,14.2,988.6,0.5,-8.5,0.7,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:05,2025-11-23
8325,60.0,2025-11-23 03:29:42,8325,"Health Promotion Hospital Ta See, Lampang, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าสี ลำปาง)",https://aqicn.org/city/thailand/lampang/health-promotion-hospital-ta-see,18.4267833,99.7576333,60,pm25,60.0,12.0,0.8,1.2,0.6,0.1,19.6,14.2,988.6,0.5,-8.5,0.7,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:03,2025-11-23
8503,71.0,2025-11-23 03:29:42,8503,"Huai Kon, Chaloem Phra Kiat, Nan, Thailand (ต.ห้วยโก๋น อ.เฉลิมพระเกียรติ จ.น่าน)",https://aqicn.org/city/thailand/nan/chaloem-phra-kiat/huai-kon,19.5759666,101.0815166,71,pm25,71.0,70.0,3.2,1.8,1.1,0.1,20.5,13.0,993.0,3.0,-8.9,0.9,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:16,2025-11-23
8631,59.0,2025-11-23 03:29:42,8631,"Haitang Bay, Sanya (三亚海棠湾)",https://aqicn.org/city/china/sanya/haitangwan,18.29029,109.71186,42,pm25,42.0,29.0,35.0,4.2,2.1,3.6,27.0,57.0,1018.0,2.5,18.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:53,2025-11-23
8634,72.0,2025-11-23 03:29:42,8634,"hóngqí zhōng xuézǐ station, Tunchangxian (屯昌县红旗中学子站)",https://aqicn.org/city/china/tunchangxian/hongqizhongxuezizhan,19.37706,110.1108,72,pm25,72.0,34.0,51.3,6.0,1.6,3.7,24.0,60.0,1020.0,5.6,16.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:28,2025-11-23
8640,78.0,2025-11-23 03:29:42,8640,"Lingshui Tufu Bay, Lingshuixian (陵水县陵水土福湾)",https://aqicn.org/city/china/lingshuixian/lingshuitufuwan,18.403055,109.818054,80,pm25,80.0,30.0,41.5,2.8,3.1,4.6,27.0,57.0,1018.0,2.5,18.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:46,2025-11-23
8688,187.0,2025-11-23 03:29:42,8688,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,21.0811211,105.8180306,182,pm25,182.0,,,,,,23.0,62.0,1022.0,2.5,13.5,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:59:17,2025-11-23
9013,63.0,2025-11-23 03:29:42,9013,"Mae Pa,Mae Sot,Tak, Thailand (ต.แม่ปะ อ.แม่สอด จ.ตาก)",https://aqicn.org/city/thailand/tak/mae-sot/mae-pa,16.734413,98.566961,63,pm25,63.0,79.0,4.8,12.1,,0.1,25.8,10.0,1002.5,1.0,-8.1,99.2,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:03,2025-11-23
9014,82.0,2025-11-23 03:29:42,9014,"Tha Tum, Si Maha Phot, Prachin Buri, Thailand (ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี)",https://aqicn.org/city/thailand/prachin-buri/si-maha-phot/tha-tum,13.917563,101.590529,82,pm25,82.0,56.0,5.2,,,,22.5,13.3,1013.8,4.1,-7.0,0.1,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:40,2025-11-23
9450,54.0,2025-11-23 03:29:42,9450,"Chiangrai - Gaia Station 01, Thailand",https://aqicn.org/city/thailand/chiangrai---gaia-station-01,19.687157,100.19024,54,pm25,54.0,16.1,,,,,20.0,77.0,1021.0,1.5,16.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:43,2025-11-23
9489,31.0,2025-11-23 03:29:42,9489,"Minden, Pulau Pinang, Malaysia",https://aqicn.org/city/malaysia/pulau-pinang/minden,5.356211,100.30792,29,,,,,,,,28.0,69.0,1008.0,4.1,22.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:43,2025-11-23
9491,57.0,2025-11-23 03:29:42,9491,"Alor Gajah, Melaka, Malaysia",https://aqicn.org/city/malaysia/melaka/alor-gajah,2.370925,102.224592,57,,,,,,,,29.0,79.0,1010.0,1.0,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:45,2025-11-23
9492,38.0,2025-11-23 03:29:42,9492,"Segamat, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/segamat,2.493914,102.862694,39,,,,,,,,29.0,79.0,1010.0,1.0,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:34,2025-11-23
9493,54.0,2025-11-23 03:29:42,9493,"Batu Pahat, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/batu-pahat,1.919323,102.866618,54,,,,,,,,29.2,90.1,1010.6,1.5,,,,2025-11-23 10:00:00,+08:00,1763892000,2025-11-23 03:58:09,2025-11-23
9494,50.0,2025-11-23 03:29:42,9494,"Kluang, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/kluang,2.037882,103.312063,47,,,,,,,,30.0,70.0,1009.0,1.5,24.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:45,2025-11-23
8294,,2025-11-23 03:29:42,9495,"Pengerang, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/pengerang,1.389489,104.149586,49,,,,,,,,31.6,68.5,1008.2,2.5,25.1,0.9,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:57:53,2025-11-23
9496,38.0,2025-11-23 03:29:42,9496,"Rompin, Pahang, Malaysia",https://aqicn.org/city/malaysia/pahang/rompin,2.926645,103.419198,38,,,,,,,,30.0,74.0,1010.0,0.5,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:28,2025-11-23
9497,38.0,2025-11-23 03:29:42,9497,"Temerloh, Pahang, Malaysia",https://aqicn.org/city/malaysia/pahang/temerloh,3.471603,102.376406,38,,,,,,,,29.0,74.0,1009.0,1.5,24.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:42,2025-11-23
9498,14.0,2025-11-23 03:29:42,9498,"Besut, Terengganu, Malaysia",https://aqicn.org/city/malaysia/terengganu/besut,5.748449,102.515632,14,,,,,,,,24.0,100.0,1010.0,3.0,24.0,,,2025-11-23 06:00:00,+08:00,1763877600,2025-11-23 03:58:06,2025-11-23
9499,13.0,2025-11-23 03:29:42,9499,"Kimanis, Sabah, Malaysia",https://aqicn.org/city/malaysia/sabah/kimanis,5.538225,115.850556,13,,,,,,,,31.0,66.0,1009.0,1.5,24.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:32,2025-11-23
9500,35.0,2025-11-23 03:29:42,9500,"Samalaju, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/samalaju,3.537059,113.295168,35,,,,,,,,30.0,70.0,1010.0,2.0,24.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:26,2025-11-23
9501,28.0,2025-11-23 03:29:42,9501,"Mukah, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/mukah,2.883238,112.019742,29,,,,,,,,29.0,74.0,1010.0,2.0,24.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:49,2025-11-23
9556,17.0,2025-11-23 03:29:42,9556,"Kota Bharu, Kelantan, Malaysia",https://aqicn.org/city/malaysia/kelantan/kota-bharu,6.147431,102.249236,17,,,,,,,,24.0,100.0,1010.0,3.0,24.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:36,2025-11-23
9587,46.0,2025-11-23 03:29:42,9587,"Chiangrai - Gaia Station 07, Thailand",https://aqicn.org/city/thailand/chiangrai---gaia-station-07,19.858547,99.90148,46,pm25,46.0,13.1,,,,,20.0,77.0,1021.0,1.5,16.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:57:59,2025-11-23
9851,104.0,2025-11-23 03:29:42,9851,"hénán àn jīnshān hú, Huizhou (惠州河南岸金山湖)",https://aqicn.org/city/guangdong/huizhou/henananjinshanhu,23.0528,114.4183,91,pm25,91.0,42.0,31.7,11.9,5.6,5.5,23.4,50.0,1019.6,1.0,12.4,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:48,2025-11-23
3508,102.0,2025-11-23 03:29:42,9854,"Fengcheng Subdistrict, Qingyuan (清远凤城街办)",https://aqicn.org/city/guangdong/qingyuan/fengchengjieban,23.7106,113.0208,102,pm25,102.0,50.0,30.9,15.6,5.1,5.5,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:01,2025-11-23
9856,80.0,2025-11-23 03:29:42,9856,"City government, Chaozhou (潮州市政府)",https://aqicn.org/city/guangdong/chaozhou/shizhengfu,23.65889,116.6183,80,pm25,80.0,58.0,30.9,9.2,5.1,5.5,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:22,2025-11-23
9858,97.0,2025-11-23 03:29:42,9858,"mùyáng, Yunfu (云浮牧羊)",https://aqicn.org/city/guangdong/yunfu/muyang,22.9539,112.0539,97,pm25,97.0,78.0,18.7,22.9,29.4,5.5,20.2,57.7,1015.5,1.0,11.6,99.6,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:14,2025-11-23
9886,57.0,2025-11-23 03:29:42,9886,"州图书馆, Honghe (红河州州图书馆)",https://aqicn.org/city/china/honghezhou/zhoutushuguan,23.3682,103.3758,57,pm25,57.0,17.0,26.9,2.3,2.1,2.8,9.3,100.0,875.0,1.0,9.3,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:20,2025-11-23
10481,79.0,2025-11-23 03:29:42,10481,"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",https://aqicn.org/city/thailand/kanchanaburi/kanchanaburi/pak-prak,14.022376,99.536195,79,pm25,79.0,47.0,6.7,,,0.1,21.0,86.2,1011.9,0.5,18.6,99.6,,2025-11-23 09:00:00,+07:00,1763888400,2025-11-23 03:58:06,2025-11-23
10482,49.0,2025-11-23 03:29:42,10482,"Phiman, Satun, Satun, Thailand (ต.พิมาน อ.เมือง จ.สตูล)",https://aqicn.org/city/thailand/satun/satun/phiman,6.624747,100.066159,49,pm25,49.0,21.0,6.4,1.8,0.6,0.1,25.0,94.0,1010.0,2.5,24.0,,,2025-11-23 09:00:00,+07:00,1763888400,2025-11-23 03:58:26,2025-11-23
10484,53.0,2025-11-23 03:29:42,10484,"Tangkak, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/tangkak,2.294794,102.571595,53,,,,,,,,29.0,79.0,1010.0,1.0,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:22,2025-11-23
12594,72.0,2025-11-23 03:29:42,12594,"Yun-Chia-Nan/Tainan City/Nanxi, Taiwan",https://aqicn.org/city/taiwan/yun-chia-nan/tainan-city/nanxi,23.1771,120.4921,72,pm25,72.0,37.0,35.2,2.8,2.0,3.3,28.0,54.0,1019.0,0.5,18.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 04:00:07,2025-11-23
12604,65.0,2025-11-23 03:29:42,12604,"Central/Taipower Tsaotuen, Taiwan",https://aqicn.org/city/taiwan/central/taipower-tsaotuen,23.955864,120.681667,65,pm25,65.0,28.0,8.0,5.6,1.5,,17.5,90.0,989.0,0.5,,,,2025-11-23 08:00:00,+08:00,1763884800,2025-11-23 03:59:57,2025-11-23
12616,59.0,2025-11-23 03:29:42,12616,"Island/Taipower Shinren, Taiwan",https://aqicn.org/city/taiwan/island/taipower-shinren,23.550445,119.610741,55,pm25,55.0,36.0,44.0,1.9,3.8,,24.3,72.0,1019.7,4.9,19.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:25,2025-11-23
12622,134.0,2025-11-23 03:29:42,12622,"Kao-ping/Taipower chieding, Taiwan",https://aqicn.org/city/taiwan/kao-ping/taipower-chieding,22.90658,120.182561,102,pm25,102.0,62.0,,12.1,5.2,,24.9,70.0,1019.0,2.2,18.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 04:00:11,2025-11-23
12758,82.0,2025-11-23 03:29:42,12758,"The Bhubing Palace Doi Buak Ha, Thailand (พระตำหนักภูพิงคราชนิเวศน์)",https://aqicn.org/city/thailand/the-bhubing-palace-doi-buak-ha,13.779873,100.646009,82,pm25,82.0,49.0,6.7,12.7,,,26.6,63.1,1013.9,2.0,19.0,99.1,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:46,2025-11-23
12760,22.0,2025-11-23 03:29:42,12760,"Betong, Thailand (ต.เบตง อ.เบตง จ.ยะลา)",https://aqicn.org/city/thailand/betong,5.763873,101.067903,23,pm25,23.0,,,,,,27.0,78.0,1008.0,4.1,23.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:55,2025-11-23
12795,149.0,2025-11-23 03:29:42,12795,"T.Meechai A.Muang Nongkhai Province, Thailand (ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย)",https://aqicn.org/city/thailand/t.meechai-a.muang-nongkhai-province,17.87748,102.728925,149,pm25,149.0,66.0,15.0,2.9,0.6,0.1,25.0,73.0,1019.0,3.0,20.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:26,2025-11-23
12796,81.0,2025-11-23 03:29:42,12796,"Lat Yai,Mueang,Samut Songkhram, Thailand (ต.ลาดใหญ่ อ.เมือง จ.สมุทรสงคราม)",https://aqicn.org/city/thailand/samut-songkhram/mueang/lat-yai,13.428581,100.024664,81,pm25,81.0,49.0,7.1,4.1,0.6,0.1,25.4,11.4,1015.1,2.5,-6.8,99.1,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:42,2025-11-23
12797,74.0,2025-11-23 03:29:42,12797,"Nai Mueang,Mueang,Ubon Ratchathani , Thailand (ต.ในเมือง อ.เมือง จ.อุบลราชธานี)",https://aqicn.org/city/thailand/ubon-ratchathani/mueang/nai-mueang,15.245413,104.846219,74,pm25,74.0,30.0,9.5,4.1,0.6,0.1,25.0,65.0,1016.0,5.1,18.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:44,2025-11-23
12809,5.0,2025-11-23 03:29:42,12809,"Sikulpuikawn, Aizawl, India",https://aqicn.org/city/india/aizawl/sikulpuikawn,23.7176342,92.7192841,5,so2,,,0.9,0.1,5.3,0.6,18.4,80.6,,1.0,15.0,,,2025-11-23 09:00:00,+05:30,1763888400,2025-11-23 03:58:56,2025-11-23
12916,76.0,2025-11-23 03:29:42,12916,"Island/Taipower Guoyeh, Taiwan",https://aqicn.org/city/taiwan/island/taipower-guoyeh,23.57886111,119.6763056,53,pm10,46.0,53.0,,,,,24.3,72.0,1019.7,4.9,19.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:38,2025-11-23
12951,78.0,2025-11-23 03:29:42,12951,"Yun-Chia-Nan/Yunlin City/ Huwei, Taiwan",https://aqicn.org/city/taiwan/yun-chia-nan/yunlin-city/huwei,23.7133408,120.4306166,78,pm25,78.0,40.0,40.0,4.7,3.3,2.4,24.8,60.0,987.9,0.4,,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 04:00:15,2025-11-23
12961,39.0,2025-11-23 03:29:42,12961,"Bắc Ninh/TT Quan trắc - phường Suối Hoa - TP Bắc Ninh, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/tt-quan-trac-phuong-suoi-hoa-tp-bac-ninh,21.1873402,106.0742958,39,pm25,39.0,23.0,7.0,,,2.0,23.0,56.0,1022.0,2.0,14.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:59:02,2025-11-23
13253,65.0,2025-11-23 03:29:42,13253,"Bắc Ninh/UBND xã Cao Đức - Gia Bình, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/ubnd-xa-cao-duc-gia-binh,21.0832037,106.2807861,65,pm25,65.0,48.0,18.0,,19.0,,23.0,56.0,1022.0,2.0,14.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:59:14,2025-11-23
13257,134.0,2025-11-23 03:29:42,13257,"Kao-ping/KaoHsiung City/Dalinpu, Taiwan",https://aqicn.org/city/taiwan/kao-ping/kaohsiung-city/dalinpu,22.526986,120.345858,134,pm25,134.0,62.0,33.6,25.1,6.9,7.2,28.3,60.0,1018.0,1.5,19.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 04:00:01,2025-11-23
13576,69.0,2025-11-23 03:29:42,13576,"Prachuap Khiri Khan - Gaia Station 10, Thailand",https://aqicn.org/city/thailand/prachuap-khiri-khan/gaia-10,11.80027,99.790596,69,pm25,69.0,22.1,,,,,25.7,12.0,1002.7,3.6,-5.9,0.3,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:57:58,2025-11-23
13628,62.0,2025-11-23 03:29:42,13628,"Polytechnic College, Trang, Thailand (วิทยาลัยสารพัดช่างตรัง)",https://aqicn.org/city/thailand/trang/polytechnic-college,7.570238,99.588743,62,pm25,62.0,30.0,,1.8,,0.1,25.0,94.8,1009.1,0.5,24.1,0.2,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:57:57,2025-11-23
13629,37.0,2025-11-23 03:29:42,13629,"Elderly Health Rehabilitation Center, Thailand (ศูนย์ฟื้นฟูสุขภาพผู้สูงอายุ)",https://aqicn.org/city/thailand/elderly-health-rehabilitation-center,8.426923,99.961469,37,pm25,37.0,20.0,,4.1,,0.1,24.8,98.2,1011.4,2.5,24.9,2.3,,2025-11-23 09:00:00,+07:00,1763888400,2025-11-23 03:58:03,2025-11-23
13630,75.0,2025-11-23 03:29:42,13630,"Meteorological stations, Nakhon Phanom, Thailand (สถานีอุตุนิยมวิทยานครพนม)",https://aqicn.org/city/thailand/nakhon-phanom/meteorological-stations,17.412345,104.7786123,75,pm25,75.0,34.0,16.6,16.7,2.7,0.1,25.4,52.9,1000.4,1.0,15.1,99.0,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:20,2025-11-23
13631,95.0,2025-11-23 03:29:42,13631,"Meteorological stations, Sakon Nakhon, Thailand (สถานีอุตุนิยมวิทยาสกลนคร)",https://aqicn.org/city/thailand/sakon-nakhon/meteorological-stations,17.15662,104.133216,95,pm25,95.0,32.0,,,,,22.6,14.1,998.2,1.0,-6.2,99.2,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:52,2025-11-23
13632,89.0,2025-11-23 03:29:42,13632,"Trat Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดตราด)",https://aqicn.org/city/thailand/trat-provincial-central-stadium,12.234862,102.523721,89,pm25,89.0,40.0,2.4,1.8,0.6,0.1,26.1,10.8,1010.7,2.5,-6.9,1.3,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:34,2025-11-23
13633,105.0,2025-11-23 03:29:42,13633,"Suphan Buri Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดสุพรรณบุรี)",https://aqicn.org/city/thailand/suphan-buri-provincial-central-stadium,14.476214,100.086095,105,pm25,105.0,51.0,5.2,4.1,0.6,0.1,25.0,11.7,1016.0,10.2,-6.7,0.3,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:06,2025-11-23
13635,,2025-11-23 03:29:42,13636,"72nd Anniversary King Bhumibol Public Park, Uttaradit, Thailand (สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์)",https://aqicn.org/city/thailand/uttaradit/72nd-anniversary-king-bhumibol-public-park,17.631352,100.09896,71,pm25,71.0,28.0,6.4,2.4,,,24.3,11.6,1009.2,1.0,-7.4,99.0,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:37,2025-11-23
13637,48.0,2025-11-23 03:29:42,13637,"Nong Prajak Public Park, Udon Thani, Thailand (สวนสาธารณะหนองประจักษ์ อุดรธานี)",https://aqicn.org/city/thailand/udon-thani/nong-prajak-public-park,17.414174,102.780926,48,pm25,48.0,,,,,,22.4,14.7,997.8,4.6,-5.8,99.0,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:40,2025-11-23
13658,121.0,2025-11-23 03:29:42,13658,"Đà Nẵng/Hòa Thuận Tây, Hải Châu - KTTV - Trạm cảm biến, Vietnam",https://aqicn.org/city/vietnam/da-nang/hoa-thuan-tay--hai-chau-kttv-tram-cam-bien,16.043252,108.206826,121,pm25,121.0,80.0,,,,,23.0,94.0,1018.0,1.5,22.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:29,2025-11-23
13659,27.0,2025-11-23 03:29:42,13659,"Tây Ninh/Thị xã Tràng Bảng, Vietnam",https://aqicn.org/city/vietnam/tay-ninh/thi-xa-trang-bang,11.030287,106.35631,27,pm10,13.0,27.0,,,,,29.0,74.0,1011.0,1.5,24.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:17,2025-11-23
13662,18.0,2025-11-23 03:29:42,13662,"Trà Vinh/xã Dân Thành, TX Duyên Hải, Vietnam",https://aqicn.org/city/vietnam/tra-vinh/xa-dan-thanh--tx-duyen-hai,9.599143,106.51985,18,pm25,18.0,9.0,,,,,,,,,,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:49,2025-11-23
13683,,2025-11-23 03:29:42,13684,"Hưng Yên/Nhà văn hóa xã Tân Quang - h.Văn Lâm, Vietnam",https://aqicn.org/city/vietnam/hung-yen/nha-van-hoa-xa-tan-quang-h.van-lam,20.980478,105.974463,151,pm25,151.0,73.0,11.0,15.0,8.0,4.0,23.0,56.0,1022.0,2.0,14.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:59:12,2025-11-23
13687,23.0,2025-11-23 03:29:42,13687,"Cần Thơ/Ninh Kiều - KTTV - Trạm cảm biến, Vietnam",https://aqicn.org/city/vietnam/can-tho/ninh-kieu-kttv-tram-cam-bien,10.026977,105.768249,20,pm10,11.0,20.0,11.0,1.0,,1.0,28.0,78.0,1012.0,2.5,24.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:58:47,2025-11-23
13762,114.0,2025-11-23 03:29:42,13762,"Gia Lai/Phù Đổng, Thành phố Pleiku - KTTV - Trạm cảm biến, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phu-dong--thanh-pho-pleiku-kttv-tram-cam-bien,13.968848,108.017617,114,pm25,114.0,14.0,2.0,123.0,48.0,20.0,20.0,85.5,925.5,1.0,17.5,99.2,,2025-11-23 09:00:00,+07:00,1763888400,2025-11-23 03:58:44,2025-11-23
13763,,2025-11-23 03:29:42,13763,"Ninh Bình/Cúc Phương, Đông Phong, Nho Quan - KTTV - Trạm cảm biến, Vietnam",https://aqicn.org/city/vietnam/ninh-binh/cuc-phuong--dong-phong--nho-quan-kttv-tram-cam-bien,20.320741,105.745489,1,pm10,18.0,1.0,1.0,3.0,9.0,26.0,23.0,56.0,1022.0,2.0,14.0,,,2025-11-23 10:00:00,+07:00,1763892000,2025-11-23 03:59:13,2025-11-23
