global_uid,global_aqi_snapshot,global_snapshot_utc,station_idx,station_name,station_url,lat,lon,aqi,dominentpol,pm25,pm10,o3,no2,so2,co,t,h,p,w,dew,rain,uv,station_time,station_tz,station_unix,ingested_at_utc,date
7202,122.0,2025-11-23 03:29:42,7202,"CPPCC Building, Hezhou (贺州政协大楼)",https://aqicn.org/city/china/hezhou/zhengxiedalou,24.4072,111.5622,87,pm25,87.0,44.0,47.2,5.1,5.1,7.3,17.5,55.9,1008.4,1.0,8.6,99.8,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:20,2025-11-23
7205,80.0,2025-11-23 03:29:42,7205,"shì jí kòng zhōngxīn, Hechi (河池市疾控中心)",https://aqicn.org/city/china/hechi/shijikongzhongxin,24.6967,108.1009,68,pm25,68.0,21.0,39.4,4.6,3.6,3.7,19.2,52.0,993.4,1.0,9.1,99.1,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:40:03,2025-11-23
7206,,2025-11-23 03:29:42,7206,"shì huánbǎo jú jiāng zhōu fēnjú, Chongzuo (崇左市环保局江州分局)",https://aqicn.org/city/china/chongzuo/shihuanbaojujiangzhoufenju,22.4137,107.3476,76,pm25,76.0,69.0,50.0,3.7,5.6,14.5,24.0,44.0,1019.0,2.5,11.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:25,2025-11-23
7217,65.0,2025-11-23 03:29:42,7217,"City EPA, Lincang (临沧市环保局)",https://aqicn.org/city/china/lincang/shihuanbaoju,23.8822,100.0869,63,pm25,63.0,17.0,29.3,1.4,3.1,4.6,14.2,73.8,842.5,1.0,9.6,99.1,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:54,2025-11-23
7219,59.0,2025-11-23 03:29:42,7219,"State Water Authority, Wenshan (文山州州水务局)",https://aqicn.org/city/china/wenshanzhou/zhoushuiwuju,23.3594,104.2533,46,pm25,46.0,17.0,33.3,1.9,2.1,3.7,15.3,75.0,875.9,1.0,10.9,99.2,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:40:10,2025-11-23
7220,87.0,2025-11-23 03:29:42,7220,"City convenient service centers, Wenshan (文山州市便民服务中心)",https://aqicn.org/city/china/wenshanzhou/shibianminfuwuzhongxin,23.3892,104.2319,72,pm25,72.0,25.0,32.5,1.0,0.6,1.9,15.3,75.0,875.9,1.0,10.9,99.2,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:37,2025-11-23
7221,59.0,2025-11-23 03:29:42,7221,"Jinghong City Jiangnan, Xishuangbanna (西双版纳州景洪市江南)",https://aqicn.org/city/china/xishuangbannazhou/jinghongshijiangnan,22.0019,100.7939,55,pm25,55.0,29.0,25.2,1.4,1.6,4.6,19.3,74.2,954.7,1.0,14.6,0.2,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:20,2025-11-23
7225,85.0,2025-11-23 03:29:42,7225,"Dehong Stations, Dehong (德宏州德宏州监测站)",https://aqicn.org/city/china/dehongzhou/dehongzhoujiancezhan,24.428,98.5842,59,pm25,59.0,35.0,28.9,3.2,4.1,5.5,13.6,82.1,836.2,1.0,10.6,99.1,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:16,2025-11-23
7556,80.0,2025-11-23 03:29:42,7556,"Sewage treatment plant, Honghe (红河州污水处理厂)",https://aqicn.org/city/china/honghezhou/wushuichulichang,23.3993,103.3772,59,pm25,59.0,17.0,31.7,3.2,2.1,1.9,15.3,75.0,875.9,1.0,10.9,99.2,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:47,2025-11-23
7886,80.0,2025-11-23 03:29:42,7886,Dinganxian,https://aqicn.org/city/dinganxian,19.681434,110.358891,91,pm25,91.0,57.0,62.3,6.0,1.6,4.6,24.0,64.0,1019.0,5.6,,,,2025-11-23 13:00:00,+08:00,1763902800,2025-11-23 06:38:52,2025-11-23
7914,80.0,2025-11-23 03:29:42,7914,Honghe (红河州),https://aqicn.org/city/honghe,23.36313,103.374799,59,pm25,59.0,17.0,31.7,3.2,2.1,1.9,15.3,75.0,875.9,1.0,,99.2,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:18,2025-11-23
8114,4.0,2025-11-23 03:29:42,8114,"Temburong, Brunei",https://aqicn.org/city/brunei/temburong,4.6204128,115.141484,5,,,,,,,,30.0,74.0,1010.0,3.6,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:38:43,2025-11-23
8115,14.0,2025-11-23 03:29:42,8115,"Brunei Muara, Brunei",https://aqicn.org/city/brunei/brunei-muara,4.9311206,114.9516869,21,,,,,,,,30.0,74.0,1010.0,3.6,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:39:18,2025-11-23
8116,1.0,2025-11-23 03:29:42,8116,"Kuala Belait, Brunei",https://aqicn.org/city/brunei/kuala-belait,4.5831986,114.2212174,6,,,,,,,,29.0,79.0,1009.0,2.0,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:39:05,2025-11-23
8117,16.0,2025-11-23 03:29:42,8117,"Pekan Tutong, Brunei",https://aqicn.org/city/brunei/pekan-tutong,4.8140524,114.6608562,12,,,,,,,,30.0,74.0,1010.0,3.6,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:39:11,2025-11-23
8322,70.0,2025-11-23 03:29:42,8322,"Health Promotion Hospital Ban Khao Hin,Chonburi, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาหิน ชลบุรี)",https://aqicn.org/city/thailand/chonburi/health-promotion-hospital-ban-khao-hin,13.054551,101.098128,72,pm25,72.0,51.0,5.6,7.5,0.6,,28.1,66.2,1005.6,3.6,21.2,0.1,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:15,2025-11-23
8324,61.0,2025-11-23 03:29:42,8324,"Health Promotion Hospital Sob Pad, Lampang, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบป้าด ลำปาง)",https://aqicn.org/city/thailand/lampang/health-promotion-hospital-sob-pad,18.2508166,99.76395,60,pm25,60.0,11.0,13.4,0.6,0.6,0.1,29.1,54.2,987.7,0.5,18.9,0.7,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:29,2025-11-23
8325,60.0,2025-11-23 03:29:42,8325,"Health Promotion Hospital Ta See, Lampang, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าสี ลำปาง)",https://aqicn.org/city/thailand/lampang/health-promotion-hospital-ta-see,18.4267833,99.7576333,59,pm25,59.0,12.0,0.8,1.2,0.6,0.1,29.1,54.2,987.7,0.5,18.9,0.7,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:29,2025-11-23
8503,71.0,2025-11-23 03:29:42,8503,"Huai Kon, Chaloem Phra Kiat, Nan, Thailand (ต.ห้วยโก๋น อ.เฉลิมพระเกียรติ จ.น่าน)",https://aqicn.org/city/thailand/nan/chaloem-phra-kiat/huai-kon,19.5759666,101.0815166,49,pm25,49.0,70.0,3.2,4.1,1.1,0.1,28.2,53.3,988.9,1.0,17.8,0.9,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:33,2025-11-23
8631,59.0,2025-11-23 03:29:42,8631,"Haitang Bay, Sanya (三亚海棠湾)",https://aqicn.org/city/china/sanya/haitangwan,18.29029,109.71186,39,o3,25.0,14.0,38.6,1.9,2.1,3.7,27.0,61.0,1015.0,0.5,19.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:13,2025-11-23
8634,72.0,2025-11-23 03:29:42,8634,"hóngqí zhōng xuézǐ station, Tunchangxian (屯昌县红旗中学子站)",https://aqicn.org/city/china/tunchangxian/hongqizhongxuezizhan,19.37706,110.1108,82,pm25,82.0,51.0,54.5,6.0,2.6,3.7,24.0,69.0,1017.0,5.6,18.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:53,2025-11-23
8640,78.0,2025-11-23 03:29:42,8640,"Lingshui Tufu Bay, Lingshuixian (陵水县陵水土福湾)",https://aqicn.org/city/china/lingshuixian/lingshuitufuwan,18.403055,109.818054,80,pm25,80.0,16.0,43.1,2.8,3.1,4.7,27.0,61.0,1015.0,0.5,19.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:01,2025-11-23
8688,187.0,2025-11-23 03:29:42,8688,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,21.0811211,105.8180306,160,pm25,160.0,,,,,,27.0,50.5,1019.0,2.0,13.0,,,2025-11-23 12:00:00,+07:00,1763899200,2025-11-23 06:39:37,2025-11-23
9013,63.0,2025-11-23 03:29:42,9013,"Mae Pa,Mae Sot,Tak, Thailand (ต.แม่ปะ อ.แม่สอด จ.ตาก)",https://aqicn.org/city/thailand/tak/mae-sot/mae-pa,16.734413,98.566961,56,pm25,56.0,79.0,4.8,12.1,,0.1,29.7,9.4,1001.0,1.0,-6.0,99.2,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:32,2025-11-23
9014,82.0,2025-11-23 03:29:42,9014,"Tha Tum, Si Maha Phot, Prachin Buri, Thailand (ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี)",https://aqicn.org/city/thailand/prachin-buri/si-maha-phot/tha-tum,13.917563,101.590529,55,pm25,55.0,56.0,5.2,,,,30.7,48.2,1010.6,2.5,18.5,0.1,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:01,2025-11-23
9450,54.0,2025-11-23 03:29:42,9450,"Chiangrai - Gaia Station 01, Thailand",https://aqicn.org/city/thailand/chiangrai---gaia-station-01,19.687157,100.19024,52,pm25,52.0,15.2,,,,,25.0,53.0,1019.0,2.5,15.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:02,2025-11-23
9489,31.0,2025-11-23 03:29:42,9489,"Minden, Pulau Pinang, Malaysia",https://aqicn.org/city/malaysia/pulau-pinang/minden,5.356211,100.30792,25,,,,,,,,28.0,69.0,1006.0,3.0,22.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:05,2025-11-23
9491,57.0,2025-11-23 03:29:42,9491,"Alor Gajah, Melaka, Malaysia",https://aqicn.org/city/malaysia/melaka/alor-gajah,2.370925,102.224592,57,,,,,,,,31.0,70.0,1008.0,1.5,25.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:39:05,2025-11-23
9492,38.0,2025-11-23 03:29:42,9492,"Segamat, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/segamat,2.493914,102.862694,41,,,,,,,,31.0,70.0,1008.0,1.5,25.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:53,2025-11-23
9493,54.0,2025-11-23 03:29:42,9493,"Batu Pahat, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/batu-pahat,1.919323,102.866618,55,,,,,,,,31.6,83.0,1008.2,2.0,,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:35,2025-11-23
9494,50.0,2025-11-23 03:29:42,9494,"Kluang, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/kluang,2.037882,103.312063,46,,,,,,,,32.0,55.0,1007.0,2.5,22.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:01,2025-11-23
8294,,2025-11-23 03:29:42,9495,"Pengerang, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/pengerang,1.389489,104.149586,48,,,,,,,,32.4,60.6,1006.3,3.6,23.8,0.9,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:23,2025-11-23
9496,38.0,2025-11-23 03:29:42,9496,"Rompin, Pahang, Malaysia",https://aqicn.org/city/malaysia/pahang/rompin,2.926645,103.419198,35,,,,,,,,30.0,79.0,1007.0,0.5,26.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:48,2025-11-23
9497,38.0,2025-11-23 03:29:42,9497,"Temerloh, Pahang, Malaysia",https://aqicn.org/city/malaysia/pahang/temerloh,3.471603,102.376406,37,,,,,,,,28.0,83.0,1007.0,2.5,25.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:02,2025-11-23
9498,14.0,2025-11-23 03:29:42,9498,"Besut, Terengganu, Malaysia",https://aqicn.org/city/malaysia/terengganu/besut,5.748449,102.515632,14,,,,,,,,24.0,100.0,1008.0,2.5,24.0,,,2025-11-23 06:00:00,+08:00,1763877600,2025-11-23 06:38:32,2025-11-23
9499,13.0,2025-11-23 03:29:42,9499,"Kimanis, Sabah, Malaysia",https://aqicn.org/city/malaysia/sabah/kimanis,5.538225,115.850556,13,,,,,,,,32.0,66.0,1006.0,2.0,25.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:50,2025-11-23
9500,35.0,2025-11-23 03:29:42,9500,"Samalaju, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/samalaju,3.537059,113.295168,37,,,,,,,,32.0,70.0,1007.0,3.6,26.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:47,2025-11-23
9501,28.0,2025-11-23 03:29:42,9501,"Mukah, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/mukah,2.883238,112.019742,29,,,,,,,,32.0,66.0,1007.0,1.5,25.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:10,2025-11-23
9556,17.0,2025-11-23 03:29:42,9556,"Kota Bharu, Kelantan, Malaysia",https://aqicn.org/city/malaysia/kelantan/kota-bharu,6.147431,102.249236,15,,,,,,,,24.0,100.0,1008.0,2.5,24.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:57,2025-11-23
9587,46.0,2025-11-23 03:29:42,9587,"Chiangrai - Gaia Station 07, Thailand",https://aqicn.org/city/thailand/chiangrai---gaia-station-07,19.858547,99.90148,43,pm25,43.2,12.5,,,,,25.0,53.0,1019.0,2.5,15.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:28,2025-11-23
3508,102.0,2025-11-23 03:29:42,9854,"Fengcheng Subdistrict, Qingyuan (清远凤城街办)",https://aqicn.org/city/guangdong/qingyuan/fengchengjieban,23.7106,113.0208,93,pm25,93.0,43.0,49.6,9.6,5.6,4.6,26.0,29.0,1018.0,2.5,7.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:21,2025-11-23
9856,80.0,2025-11-23 03:29:42,9856,"City government, Chaozhou (潮州市政府)",https://aqicn.org/city/guangdong/chaozhou/shizhengfu,23.65889,116.6183,74,pm25,74.0,67.0,56.5,4.2,4.1,4.6,26.0,41.0,1018.0,0.5,12.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:39,2025-11-23
9858,97.0,2025-11-23 03:29:42,9858,"mùyáng, Yunfu (云浮牧羊)",https://aqicn.org/city/guangdong/yunfu/muyang,22.9539,112.0539,85,pm25,85.0,62.0,33.3,11.0,20.8,4.6,20.2,57.7,1015.5,1.0,11.6,99.6,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:31,2025-11-23
9886,57.0,2025-11-23 03:29:42,9886,"州图书馆, Honghe (红河州州图书馆)",https://aqicn.org/city/china/honghezhou/zhoutushuguan,23.3682,103.3758,55,pm25,55.0,15.0,28.5,1.9,2.1,2.8,15.3,75.0,875.9,1.0,10.9,99.2,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:42,2025-11-23
10481,79.0,2025-11-23 03:29:42,10481,"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",https://aqicn.org/city/thailand/kanchanaburi/kanchanaburi/pak-prak,14.022376,99.536195,68,pm25,68.0,47.0,6.7,,,0.1,29.4,10.2,1011.8,2.0,-5.2,99.6,,2025-11-23 12:00:00,+07:00,1763899200,2025-11-23 06:38:33,2025-11-23
10482,49.0,2025-11-23 03:29:42,10482,"Phiman, Satun, Satun, Thailand (ต.พิมาน อ.เมือง จ.สตูล)",https://aqicn.org/city/thailand/satun/satun/phiman,6.624747,100.066159,40,pm25,40.0,21.0,6.4,1.8,0.6,0.1,24.3,94.2,1006.9,1.5,23.5,2.9,,2025-11-23 12:00:00,+07:00,1763899200,2025-11-23 06:38:45,2025-11-23
10484,53.0,2025-11-23 03:29:42,10484,"Tangkak, Johor, Malaysia",https://aqicn.org/city/malaysia/johor/tangkak,2.294794,102.571595,54,,,,,,,,31.0,70.0,1008.0,1.5,25.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:38:41,2025-11-23
12594,72.0,2025-11-23 03:29:42,12594,"Yun-Chia-Nan/Tainan City/Nanxi, Taiwan",https://aqicn.org/city/taiwan/yun-chia-nan/tainan-city/nanxi,23.1771,120.4921,72,pm25,72.0,37.0,35.2,2.8,2.0,3.3,28.0,54.0,1019.0,0.5,18.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:40:21,2025-11-23
12604,65.0,2025-11-23 03:29:42,12604,"Central/Taipower Tsaotuen, Taiwan",https://aqicn.org/city/taiwan/central/taipower-tsaotuen,23.955864,120.681667,65,pm25,65.0,28.0,8.0,5.6,1.5,,17.5,90.0,989.0,0.5,,,,2025-11-23 08:00:00,+08:00,1763884800,2025-11-23 06:40:18,2025-11-23
12616,59.0,2025-11-23 03:29:42,12616,"Island/Taipower Shinren, Taiwan",https://aqicn.org/city/taiwan/island/taipower-shinren,23.550445,119.610741,63,pm25,63.0,42.0,62.2,2.8,4.6,,23.1,78.0,1017.7,4.7,20.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:43,2025-11-23
12622,134.0,2025-11-23 03:29:42,12622,"Kao-ping/Taipower chieding, Taiwan",https://aqicn.org/city/taiwan/kao-ping/taipower-chieding,22.90658,120.182561,76,pm25,76.0,51.0,,4.7,3.8,,25.4,70.0,1016.0,2.4,18.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:40:24,2025-11-23
12758,82.0,2025-11-23 03:29:42,12758,"The Bhubing Palace Doi Buak Ha, Thailand (พระตำหนักภูพิงคราชนิเวศน์)",https://aqicn.org/city/thailand/the-bhubing-palace-doi-buak-ha,13.779873,100.646009,5,pm25,5.0,49.0,6.7,12.7,,,30.2,51.2,1011.9,2.0,19.0,99.1,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:10,2025-11-23
12760,22.0,2025-11-23 03:29:42,12760,"Betong, Thailand (ต.เบตง อ.เบตง จ.ยะลา)",https://aqicn.org/city/thailand/betong,5.763873,101.067903,18,pm25,18.0,,,,,,29.0,70.0,1006.0,5.6,23.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:15,2025-11-23
12795,149.0,2025-11-23 03:29:42,12795,"T.Meechai A.Muang Nongkhai Province, Thailand (ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย)",https://aqicn.org/city/thailand/t.meechai-a.muang-nongkhai-province,17.87748,102.728925,89,pm25,89.0,54.0,19.8,1.2,0.6,0.1,28.0,78.0,1015.0,2.0,24.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:47,2025-11-23
12796,81.0,2025-11-23 03:29:42,12796,"Lat Yai,Mueang,Samut Songkhram, Thailand (ต.ลาดใหญ่ อ.เมือง จ.สมุทรสงคราม)",https://aqicn.org/city/thailand/samut-songkhram/mueang/lat-yai,13.428581,100.024664,70,pm25,70.0,40.0,12.7,4.1,0.6,0.1,28.4,54.7,1012.5,6.1,18.4,99.0,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:59,2025-11-23
12797,74.0,2025-11-23 03:29:42,12797,"Nai Mueang,Mueang,Ubon Ratchathani , Thailand (ต.ในเมือง อ.เมือง จ.อุบลราชธานี)",https://aqicn.org/city/thailand/ubon-ratchathani/mueang/nai-mueang,15.245413,104.846219,58,pm25,58.0,23.0,9.5,4.1,0.6,0.1,29.0,58.0,1013.0,4.1,20.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:04,2025-11-23
12809,5.0,2025-11-23 03:29:42,12809,"Sikulpuikawn, Aizawl, India",https://aqicn.org/city/india/aizawl/sikulpuikawn,23.7176342,92.7192841,6,so2,,,0.7,0.2,5.5,0.6,21.6,68.7,,2.0,15.6,,,2025-11-23 12:00:00,+05:30,1763899200,2025-11-23 06:39:19,2025-11-23
12916,76.0,2025-11-23 03:29:42,12916,"Island/Taipower Guoyeh, Taiwan",https://aqicn.org/city/taiwan/island/taipower-guoyeh,23.57886111,119.6763056,82,pm25,82.0,55.0,,,,,23.1,78.0,1017.7,4.7,20.0,,,2025-11-23 14:00:00,+08:00,1763906400,2025-11-23 06:39:53,2025-11-23
12951,78.0,2025-11-23 03:29:42,12951,"Yun-Chia-Nan/Yunlin City/ Huwei, Taiwan",https://aqicn.org/city/taiwan/yun-chia-nan/yunlin-city/huwei,23.7133408,120.4306166,78,pm25,78.0,40.0,40.0,4.7,3.3,2.4,24.8,60.0,987.9,0.4,,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:40:32,2025-11-23
12961,39.0,2025-11-23 03:29:42,12961,"Bắc Ninh/TT Quan trắc - phường Suối Hoa - TP Bắc Ninh, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/tt-quan-trac-phuong-suoi-hoa-tp-bac-ninh,21.1873402,106.0742958,23,pm25,23.0,15.0,9.0,,,1.0,25.0,47.0,1020.0,2.0,13.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:20,2025-11-23
13763,,2025-11-23 03:29:42,13026,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,21.01525,105.80013,134,pm10,74.0,134.0,17.5,33.4,,0.1,26.0,44.0,1019.0,2.0,13.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:32,2025-11-23
13253,65.0,2025-11-23 03:29:42,13253,"Bắc Ninh/UBND xã Cao Đức - Gia Bình, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/ubnd-xa-cao-duc-gia-binh,21.0832037,106.2807861,41,pm25,41.0,30.0,28.0,,19.0,,26.0,44.0,1019.0,2.0,13.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:36,2025-11-23
13257,134.0,2025-11-23 03:29:42,13257,"Kao-ping/KaoHsiung City/Dalinpu, Taiwan",https://aqicn.org/city/taiwan/kao-ping/kaohsiung-city/dalinpu,22.526986,120.345858,134,pm25,134.0,62.0,33.6,25.1,6.9,7.2,28.3,60.0,1018.0,1.5,19.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 06:40:21,2025-11-23
13576,69.0,2025-11-23 03:29:42,13576,"Prachuap Khiri Khan - Gaia Station 10, Thailand",https://aqicn.org/city/thailand/prachuap-khiri-khan/gaia-10,11.80027,99.790596,64,pm25,64.0,20.7,,,,,28.3,10.4,1001.5,5.6,-5.7,0.3,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:24,2025-11-23
13628,62.0,2025-11-23 03:29:42,13628,"Polytechnic College, Trang, Thailand (วิทยาลัยสารพัดช่างตรัง)",https://aqicn.org/city/thailand/trang/polytechnic-college,7.570238,99.588743,30,pm25,30.0,12.0,,1.2,,0.1,27.0,89.4,1007.3,1.0,25.1,0.5,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:24,2025-11-23
13629,37.0,2025-11-23 03:29:42,13629,"Elderly Health Rehabilitation Center, Thailand (ศูนย์ฟื้นฟูสุขภาพผู้สูงอายุ)",https://aqicn.org/city/thailand/elderly-health-rehabilitation-center,8.426923,99.961469,34,pm25,34.0,17.0,,6.4,,0.1,26.2,94.2,1010.2,2.5,24.9,2.3,,2025-11-23 12:00:00,+07:00,1763899200,2025-11-23 06:38:30,2025-11-23
13630,75.0,2025-11-23 03:29:42,13630,"Meteorological stations, Nakhon Phanom, Thailand (สถานีอุตุนิยมวิทยานครพนม)",https://aqicn.org/city/thailand/nakhon-phanom/meteorological-stations,17.412345,104.7786123,64,pm25,64.0,29.0,20.9,20.8,2.7,0.1,28.7,11.2,999.2,1.0,-4.4,99.0,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:39,2025-11-23
13631,95.0,2025-11-23 03:29:42,13631,"Meteorological stations, Sakon Nakhon, Thailand (สถานีอุตุนิยมวิทยาสกลนคร)",https://aqicn.org/city/thailand/sakon-nakhon/meteorological-stations,17.15662,104.133216,52,pm25,52.0,20.0,,,,,28.0,45.1,994.6,2.5,15.0,99.2,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:39:14,2025-11-23
13632,89.0,2025-11-23 03:29:42,13632,"Trat Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดตราด)",https://aqicn.org/city/thailand/trat-provincial-central-stadium,12.234862,102.523721,84,pm25,84.0,40.0,2.4,2.4,0.6,0.1,27.9,79.4,1008.7,4.1,24.0,1.3,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:54,2025-11-23
13633,105.0,2025-11-23 03:29:42,13633,"Suphan Buri Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดสุพรรณบุรี)",https://aqicn.org/city/thailand/suphan-buri-provincial-central-stadium,14.476214,100.086095,82,pm25,82.0,51.0,5.2,4.1,0.6,0.1,29.0,51.5,1012.7,4.1,18.0,99.0,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:33,2025-11-23
13636,71.0,2025-11-23 03:29:42,13636,"72nd Anniversary King Bhumibol Public Park, Uttaradit, Thailand (สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์)",https://aqicn.org/city/thailand/uttaradit/72nd-anniversary-king-bhumibol-public-park,17.631352,100.09896,63,pm25,63.0,29.0,16.6,2.9,,,30.0,43.9,1006.7,2.0,16.4,99.0,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:58,2025-11-23
13637,48.0,2025-11-23 03:29:42,13637,"Nong Prajak Public Park, Udon Thani, Thailand (สวนสาธารณะหนองประจักษ์ อุดรธานี)",https://aqicn.org/city/thailand/udon-thani/nong-prajak-public-park,17.414174,102.780926,28,pm25,28.0,,,,,,28.8,46.8,995.5,2.0,16.3,99.0,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:56,2025-11-23
13658,121.0,2025-11-23 03:29:42,13658,"Đà Nẵng/Hòa Thuận Tây, Hải Châu - KTTV - Trạm cảm biến, Vietnam",https://aqicn.org/city/vietnam/da-nang/hoa-thuan-tay--hai-chau-kttv-tram-cam-bien,16.043252,108.206826,110,pm25,110.0,75.0,,,,,22.0,94.0,1016.0,1.5,21.0,,,2025-11-23 12:00:00,+07:00,1763899200,2025-11-23 06:38:51,2025-11-23
13659,27.0,2025-11-23 03:29:42,13659,"Tây Ninh/Thị xã Tràng Bảng, Vietnam",https://aqicn.org/city/vietnam/tay-ninh/thi-xa-trang-bang,11.030287,106.35631,19,pm10,9.0,19.0,,,,,31.5,60.5,1009.5,1.5,23.0,,,2025-11-23 13:00:00,+07:00,1763902800,2025-11-23 06:38:38,2025-11-23
