uid,lat,lon,aqi,tile_lat1,tile_lon1,tile_lat2,tile_lon2,snapshot_utc
13774,-36.2225,149.1335,4.0,-40,140,-20,160,2025-11-24 20:43:16
14871,-32.55748,151.1769,17.0,-40,140,-20,160,2025-11-24 20:43:16
12396,-29.4448,142.0568,68.0,-40,140,-20,160,2025-11-24 20:43:16
3242,-37.8037071,144.869339,55.0,-40,140,-20,160,2025-11-24 20:43:16
14869,-23.5208,148.165,97.0,-40,140,-20,160,2025-11-24 20:43:16
3244,-37.9263153,144.7567,21.0,-40,140,-20,160,2025-11-24 20:43:16
12415,-35.1202,142.004,4.0,-40,140,-20,160,2025-11-24 20:43:16
13800,-27.7708,153.03,12.0,-40,140,-20,160,2025-11-24 20:43:16
5123,-23.9408,151.3507,58.0,-40,140,-20,160,2025-11-24 20:43:16
5124,-21.1595,149.1549,27.0,-40,140,-20,160,2025-11-24 20:43:16
3265,-34.47442,150.8192,19.0,-40,140,-20,160,2025-11-24 20:43:16
13796,-33.72687,150.70385,13.0,-40,140,-20,160,2025-11-24 20:43:16
13781,-34.1635132,142.139374,12.0,-40,140,-20,160,2025-11-24 20:43:16
12395,-34.0485,141.0633,,-40,140,-20,160,2025-11-24 20:43:16
10145,-30.31842,149.82932,25.0,-40,140,-20,160,2025-11-24 20:43:16
12386,-29.4897,149.8473,10.0,-40,140,-20,160,2025-11-24 20:43:16
10146,-27.4065,153.1527,33.0,-40,140,-20,160,2025-11-24 20:43:16
12417,-33.872468,151.213337,17.0,-40,140,-20,160,2025-11-24 20:43:16
3274,-35.104407,147.360512,28.0,-40,140,-20,160,2025-11-24 20:43:16
11989,-37.14049055416,175.54629322731,10.0,-40,160,-20,180,2025-11-24 20:43:16
14879,-35.72673221,174.32424643,38.0,-40,160,-20,180,2025-11-24 20:43:16
11988,-38.337795515174,175.16533761581,34.0,-40,160,-20,180,2025-11-24 20:43:16
14878,-38.886175,175.271046,5.0,-40,160,-20,180,2025-11-24 20:43:16
11983,-37.777543176927,175.28715904723,30.0,-40,160,-20,180,2025-11-24 20:43:16
11985,-37.649612622395,175.53579672352,15.0,-40,160,-20,180,2025-11-24 20:43:16
9300,-36.86,174.62,,-40,160,-20,180,2025-11-24 20:43:16
11967,-39.638873262,176.85880199271,9.0,-40,160,-20,180,2025-11-24 20:43:16
14877,-39.6778,175.80084,2.0,-40,160,-20,180,2025-11-24 20:43:16
11987,-38.691894931917,176.09117495496,17.0,-40,160,-20,180,2025-11-24 20:43:16
11990,-38.221616742597,175.85843044074,13.0,-40,160,-20,180,2025-11-24 20:43:16
3155,-22.314563888889,166.902925,14.0,-40,160,-20,180,2025-11-24 20:43:16
11986,-38.05712208629,175.77192840913,,-40,160,-20,180,2025-11-24 20:43:16
3152,-22.251180555556,166.45448333333,29.0,-40,160,-20,180,2025-11-24 20:43:16
11966,-39.545889327778,176.91912705143,25.0,-40,160,-20,180,2025-11-24 20:43:16
9303,-36.9,174.81,1.0,-40,160,-20,180,2025-11-24 20:43:16
9302,-37.2,174.86,,-40,160,-20,180,2025-11-24 20:43:16
12748,-36.84742808,174.7657304,48.0,-40,160,-20,180,2025-11-24 20:43:16
4982,-18.47683929771,-70.287911433372,,-20,-80,0,-60,2025-11-24 20:43:16
380,-12.07054,-77.04322,55.0,-20,-80,0,-60,2025-11-24 20:43:16
7581,-11.86325,-77.07413,111.0,-20,-80,0,-60,2025-11-24 20:43:16
6941,-0.184719,-78.495986,75.0,-20,-80,0,-60,2025-11-24 20:43:16
6943,-0.095472,-78.449809,95.0,-20,-80,0,-60,2025-11-24 20:43:16
13853,-1.936231,30.077951,92.0,-20,20,0,40,2025-11-24 20:43:16
14718,-12.761174,45.226197,70.0,-20,40,0,60,2025-11-24 20:43:16
13841,-4.997,119.57,31.0,-20,100,0,120,2025-11-24 20:43:16
13653,-7.731,110.354,67.0,-20,100,0,120,2025-11-24 20:43:16
13651,-6.985,110.381,89.0,-20,100,0,120,2025-11-24 20:43:16
13655,-0.14,109.45,56.0,-20,100,0,120,2025-11-24 20:43:16
11755,-0.251,100.382,,-20,100,0,120,2025-11-24 20:43:16
13647,-7.9551897,112.6119383,59.0,-20,100,0,120,2025-11-24 20:43:16
10490,-2.676583,111.626448,45.0,-20,100,0,120,2025-11-24 20:43:16
13650,-5.17,105.178,19.0,-20,100,0,120,2025-11-24 20:43:16
14903,-2.94,104.7,79.0,-20,100,0,120,2025-11-24 20:43:16
8294,-6.155,106.846,25.0,-20,100,0,120,2025-11-24 20:43:16
8289,-1.6318964,103.6414547,85.0,-20,100,0,120,2025-11-24 20:43:16
13644,-3.865,102.312,59.0,-20,100,0,120,2025-11-24 20:43:16
8292,-3.475,114.856,14.0,-20,100,0,120,2025-11-24 20:43:16
8293,-0.4825,117.1563,90.0,-20,100,0,120,2025-11-24 20:43:16
8342,-2.22611,113.945,27.0,-20,100,0,120,2025-11-24 20:43:16
13645,-3.3,116.17,23.0,-20,100,0,120,2025-11-24 20:43:16
10148,-12.467003,130.850577,,-20,120,0,140,2025-11-24 20:43:16
13767,-14.465331,132.270787,2.0,-20,120,0,140,2025-11-24 20:43:16
13654,-0.8634105,131.2544805,,-20,120,0,140,2025-11-24 20:43:16
6442,-12.424323299931126,130.89335024356842,,-20,120,0,140,2025-11-24 20:43:16
5125,-19.5839,147.4059,30.0,-20,140,0,160,2025-11-24 20:43:16
10727,-19.2509,146.8073,25.0,-20,140,0,160,2025-11-24 20:43:16
14899,-16.96162,145.7436,20.0,-20,140,0,160,2025-11-24 20:43:16
5270,19.71756222,-155.1105295,34.0,0,-160,20,-140,2025-11-24 20:43:16
5267,19.117561,-155.77813,25.0,0,-160,20,-140,2025-11-24 20:43:16
5269,19.2039,-155.4801833,30.0,0,-160,20,-140,2025-11-24 20:43:16
13227,19.618158,-155.971242,50.0,0,-160,20,-140,2025-11-24 20:43:16
13224,19.611914,-155.055037,38.0,0,-160,20,-140,2025-11-24 20:43:16
5727,19.702153,-101.190948,63.0,0,-120,20,-100,2025-11-24 20:43:16
11798,19.115858055556,-98.277487222222,110.0,0,-100,20,-80,2025-11-24 20:43:16
13293,18.654444444444,-99.183333333333,68.0,0,-100,20,-80,2025-11-24 20:43:16
8529,18.90861,-99.21167,59.0,0,-100,20,-80,2025-11-24 20:43:16
9185,19.840583333333,-98.981333333333,79.0,0,-100,20,-80,2025-11-24 20:43:16
404,19.42461,-99.119594,97.0,0,-100,20,-80,2025-11-24 20:43:16
10167,19.317583333333,-98.237305555556,,0,-100,20,-80,2025-11-24 20:43:16
13304,19.409853333333,-98.150011111111,67.0,0,-100,20,-80,2025-11-24 20:43:16
